parameters,fit_value,mirror,function,dipole_force,Particles,iterations,Inertia,Cognitive,Social,Runtime
"[90.0, 50.627, 89.443, 183.53, -22.396, 45.0, 3.0, 5.0, 0.246, 0.754, 1.0, 0.0]",0.345299895019862,-1,pencil,True,50,50,0.4,1,2,27.597534100001212
"[22.575, 44.62, 89.752, 280.222, 32.539, 45.0, 3.012, 1.0, 0.282, 0.718, 1.0, 0.0]",0.35807036646132356,-1,pencil,True,50,50,0.4,1,2,26.82033129996853
"[-13.676, -90.0, 125.292, 326.18, 45.0, -33.99, 3.004, 5.0, 0.967, 0.033, 5.0, 0.0]",0.30854964407018237,-1,pencil,True,50,50,0.4,1,2,26.732748800015543
"[12.873, 53.74, 54.609, 128.656, -37.643, -30.192, 3.034, 5.0, 0.998, 0.002, 3.504, 0.0]",0.24968058659773137,-1,pencil,True,50,50,0.4,1,2,26.297245800029486
"[-46.744, 73.773, 85.318, 136.347, -45.0, -33.478, 3.0, 3.925, 0.044, 0.956, 5.0, 0.0]",0.2899971945307462,-1,pencil,True,50,50,0.4,1,2,26.5343542000046
"[-43.97, 31.56, 52.177, 334.024, 39.13, 37.34, 3.017, 2.251, 0.939, 0.061, 1.0, 0.0]",0.35906100591752105,-1,pencil,True,50,50,0.4,1,2,26.221722699992824
"[-29.57, 79.27, 69.692, 140.557, -45.0, -32.839, 3.05, 3.942, 0.869, 0.131, 2.858, 0.0]",0.2876802193693058,-1,pencil,True,50,50,0.4,1,2,27.21543050004402
"[54.357, 90.0, 91.832, 146.485, -45.0, 35.627, 3.025, 4.3, 0.0, 1.0, 2.995, 0.0]",0.307337429360673,-1,pencil,True,50,50,0.4,1,2,26.591343299951404
"[-76.783, -54.892, 54.918, 0.0, 19.109, -45.0, 3.05, 5.0, 0.957, 0.043, 2.21, 0.0]",0.3011761213690785,-1,pencil,True,50,50,0.4,1,2,25.25490959995659
"[-90.0, 40.609, 91.327, 7.398, -23.446, 23.247, 3.003, 5.0, 1.0, 0.0, 4.824, 0.0]",0.44274597536000737,-1,pencil,True,50,50,0.4,1,2,24.247047599987127
"[27.762, 90.0, 91.406, 147.072, -26.643, 45.0, 3.0, 4.995, 1.0, 0.0, 1.698, 0.0]",0.30256420846754095,-1,pencil,True,50,50,0.4,1,2,25.551619500038214
"[53.345, 90.0, 92.673, 146.138, -44.937, 35.571, 3.05, 4.281, 0.0, 1.0, 1.0, 0.0]",0.30718254869752637,-1,pencil,True,50,50,0.4,1,2,26.288974399969447
"[-49.494, 90.0, 84.411, 146.097, -45.0, -34.475, 3.0, 4.249, 0.0, 1.0, 5.0, 0.0]",0.30707485072406915,-1,pencil,True,50,50,0.4,1,2,26.431350800034124
"[69.374, 73.533, 46.738, 160.026, -30.804, 36.364, 3.0, 4.781, 0.34, 0.66, 3.776, 0.0]",0.2823089001999427,-1,pencil,True,50,50,0.4,1,2,24.663150600041263
"[33.012, 19.419, 131.957, 342.975, 45.0, 18.237, 3.048, 4.894, 0.0, 1.0, 1.0, 0.0]",0.2120016740367314,-1,pencil,True,50,50,0.4,1,2,22.478487199987285
"[-41.728, 90.0, 109.902, 236.603, -12.329, 45.0, 3.05, 3.696, 0.26, 0.74, 4.997, 0.0]",0.5116979726055718,-1,pencil,True,50,50,0.4,1,2,25.418289499997627
"[40.286, 76.821, 83.733, 158.557, -22.296, 45.0, 3.036, 4.379, 0.63, 0.37, 5.0, 0.0]",0.2826679337867853,-1,pencil,True,50,50,0.4,1,2,25.129258600005414
"[-90.0, -55.176, 131.038, 0.0, -13.07, -45.0, 3.05, 5.0, 0.0, 1.0, 1.0, 0.0]",0.3425511164263689,-1,pencil,True,50,50,0.4,1,2,25.717737700033467
"[17.109, -22.146, 131.453, 302.438, 43.299, 40.711, 3.0, 4.709, 1.0, 0.0, 1.75, 0.0]",0.4065526195711827,-1,pencil,True,50,50,0.4,1,2,23.302026199991815
"[-90.0, 90.0, 89.442, 144.157, 22.398, -45.0, 3.0, 5.0, 0.609, 0.391, 1.028, 0.0]",0.3452998896928841,-1,pencil,True,50,50,0.4,1,2,27.219673999992665
"[-90.0, 13.21, 88.379, 312.082, 24.294, 44.875, 3.05, 5.0, 0.0, 1.0, 2.253, 0.0]",0.4359854942036027,-1,pencil,True,50,50,0.4,1,2,24.882958600006532
"[-50.908, -90.0, 94.566, 326.216, 45.0, -34.98, 3.017, 4.256, 0.347, 0.653, 1.479, 0.0]",0.3070192253286423,-1,pencil,True,50,50,0.4,1,2,25.676481499976944
"[-49.018, -5.141, 75.716, 40.989, 14.94, -39.334, 3.0, 5.0, 0.095, 0.905, 5.0, 0.0]",0.30110230894310347,-1,pencil,True,50,50,0.4,1,2,27.450332099979278
"[-30.928, -36.796, 84.16, 360.0, 30.282, -28.81, 3.04, 3.609, 0.094, 0.906, 1.719, 0.0]",0.27604344777524786,-1,pencil,True,50,50,0.4,1,2,27.08532470004866
"[90.0, 17.939, 86.766, 151.753, 19.462, -4.873, 3.05, 5.0, 0.424, 0.576, 3.606, 0.0]",0.44486238636524345,-1,pencil,True,50,50,0.4,1,2,24.854518399981316
"[54.684, 73.273, 89.989, 96.939, -23.594, -17.206, 3.021, 5.0, 0.023, 0.977, 2.612, 0.0]",0.41385876551559747,-1,pencil,True,50,50,0.4,1,2,24.643953699967824
"[90.0, -24.056, 97.52, 198.327, 28.062, -0.986, 3.01, 5.0, 0.994, 0.006, 5.0, 0.0]",0.44881617113759453,-1,pencil,True,50,50,0.4,1,2,23.72127649997128
"[90.0, -66.566, 48.964, 301.742, -13.067, 45.0, 3.05, 5.0, 0.0, 1.0, 2.664, 0.0]",0.3425511175373742,-1,pencil,True,50,50,0.4,1,2,26.52414160000626
"[90.0, -69.998, 90.836, 304.078, 22.475, 45.0, 3.029, 5.0, 1.0, 0.0, 2.125, 0.0]",0.3457986042336342,-1,pencil,True,50,50,0.4,1,2,25.91802350000944
"[62.516, -33.673, 103.107, 176.286, -32.948, -25.634, 3.009, 5.0, 1.0, 0.0, 2.1, 0.0]",0.4233862490297987,-1,pencil,True,50,50,0.4,1,2,24.226771800022107
"[-30.783, -37.235, 84.594, 0.0, 30.008, -29.042, 3.005, 3.674, 1.0, 0.0, 3.597, 0.0]",0.2762786134648056,-1,pencil,True,50,50,0.4,1,2,26.846745599992573
"[-13.584, -90.0, 125.356, 326.152, 45.0, -33.925, 3.0, 5.0, 0.463, 0.537, 1.0, 0.0]",0.30855519193764985,-1,pencil,True,50,50,0.4,1,2,26.882330299995374
"[90.0, -47.654, 17.589, 0.0, -35.36, -11.119, 3.05, 5.0, 0.0, 1.0, 5.0, 0.0]",0.5477667020000417,-1,pencil,True,50,50,0.4,1,2,27.559454900037963
